"occ","y4_hhid","loancode","hh_p02_2","hh_p03","hh_p04","hh_p05","hh_p06","hh_p07","hh_p08_1","hh_p08_2","hh_p09","hh_p10_1","hh_p10_2","hh_p10_3"
1,"3666-001",,,,,,,,,,,,,
1,"3667-001",,,,,,,,,,,,,
1,"3679-001",1,"**CONFIDENTIAL**",1,1,1,3000000,2,12,2015,3700000,9,,
1,"3682-001",1,"**CONFIDENTIAL**",2,2,1,300000,2,2,2015,330000,3,,
1,"3684-001",,,,,,,,,,,,,
1,"3685-001",,,,,,,,,,,,,
1,"3686-001",,,,,,,,,,,,,
1,"3687-001",,,,,,,,,,,,,
1,"3689-001",1,"**CONFIDENTIAL**",9,1,1,3500000,2,5,2014,5320000,5,,
1,"3690-001",1,"**CONFIDENTIAL**",1,1,1,3000000,2,2,2016,3510000,3,,
1,"3698-001",1,"**CONFIDENTIAL**",2,2,1,260000,1,,,300000,7,,
1,"3699-001",,,,,,,,,,,,,
1,"3700-001",,,,,,,,,,,,,
1,"3701-001",1,"**CONFIDENTIAL**",7,1,2,5000,1,,,5000,1,,
1,"3702-001",1,"**CONFIDENTIAL**",1,1,1,5000000,2,12,2015,6000000,7,,
2,"3702-001",2,"**CONFIDENTIAL**",5,1,1,37200000,2,12,2017,37200000,7,,
1,"3703-001",1,"**CONFIDENTIAL**",7,1,2,240000,1,,,240000,1,,
1,"3704-001",,,,,,,,,,,,,
1,"3705-001",,,,,,,,,,,,,
1,"3717-001",,,,,,,,,,,,,
1,"3718-001",1,"**CONFIDENTIAL**",13,1,1,20000,1,,,20000,1,,
1,"3719-001",,,,,,,,,,,,,
1,"3720-001",,,,,,,,,,,,,
1,"3721-001",1,"**CONFIDENTIAL**",6,1,1,10000,1,,,10000,2,,
2,"3721-001",2,"**CONFIDENTIAL**",6,1,1,5000,1,,,5000,2,,
1,"3722-001",,,,,,,,,,,,,
1,"3723-001",,,,,,,,,,,,,
1,"3724-001",,,,,,,,,,,,,
1,"3736-001",1,"**CONFIDENTIAL**",7,1,2,600,1,,,600,1,,
1,"3737-001",,,,,,,,,,,,,
1,"3738-001",1,"**CONFIDENTIAL**",2,1,1,1800000,2,3,2016,3472164,10,,
1,"3739-001",1,"**CONFIDENTIAL**",12,1,1,20000,1,,,24000,1,,
1,"3740-001",,,,,,,,,,,,,
1,"3741-001",,,,,,,,,,,,,
1,"3742-001",1,"**CONFIDENTIAL**",12,1,1,100000,2,1,2015,105000,6,,
1,"3743-001",,,,,,,,,,,,,
1,"3755-001",,,,,,,,,,,,,
1,"3756-001",1,"**CONFIDENTIAL**",12,1,1,100000,2,12,2015,110000,7,,
1,"3757-001",1,"**CONFIDENTIAL**",8,1,2,32000,1,,,32000,1,,
1,"3758-001",,,,,,,,,,,,,
1,"3759-001",,,,,,,,,,,,,
1,"3760-001",,,,,,,,,,,,,
1,"3761-001",,,,,,,,,,,,,
1,"3762-001",1,"**CONFIDENTIAL**",7,1,1,300000,1,,,300000,7,,
2,"3762-001",2,"**CONFIDENTIAL**",7,1,1,500000,1,,,500000,7,,
1,"3774-001",,,,,,,,,,,,,
1,"3775-001",,,,,,,,,,,,,
1,"3776-001",,,,,,,,,,,,,
1,"3777-001",,,,,,,,,,,,,
1,"3778-001",,,,,,,,,,,,,
1,"3779-001",,,,,,,,,,,,,
1,"3780-001",1,"**CONFIDENTIAL**",6,1,1,5000,2,1,2015,5000,1,,
2,"3780-001",2,"**CONFIDENTIAL**",13,1,1,20000,1,,,20000,2,,
1,"3781-001",,,,,,,,,,,,,
1,"3793-001",,,,,,,,,,,,,
1,"3794-001",,,,,,,,,,,,,
1,"3795-001",,,,,,,,,,,,,
1,"3796-001",,,,,,,,,,,,,
1,"3797-001",,,,,,,,,,,,,
1,"3798-001",,,,,,,,,,,,,
1,"3799-001",,,,,,,,,,,,,
1,"3800-001",,,,,,,,,,,,,
1,"3812-001",,,,,,,,,,,,,
1,"3814-001",,,,,,,,,,,,,
1,"3815-001",1,"**CONFIDENTIAL**",2,1,1,500000,1,,,525000,10,,
1,"3816-001",,,,,,,,,,,,,
1,"3817-001",,,,,,,,,,,,,
1,"3818-001",1,"**CONFIDENTIAL**",12,1,1,300000,2,3,2015,315000,7,,
2,"3818-001",2,"**CONFIDENTIAL**",6,1,2,27000,2,5,2015,27000,1,,
1,"3819-001",,,,,,,,,,,,,
1,"3822-001",,,,,,,,,,,,,
1,"3831-001",,,,,,,,,,,,,
1,"3832-001",1,"**CONFIDENTIAL**",7,1,2,1000,1,,,1000,1,,
1,"3833-001",,,,,,,,,,,,,
1,"3834-001",1,"**CONFIDENTIAL**",13,1,1,20000,2,4,2015,20000,1,,
1,"3835-001",1,"**CONFIDENTIAL**",6,1,2,60000,2,6,2015,60000,9,,
1,"3836-001",,,,,,,,,,,,,
1,"3837-001",1,"**CONFIDENTIAL**",7,1,2,6000,2,4,2015,6000,1,,
2,"3837-001",2,"**CONFIDENTIAL**",6,1,1,2000,1,,,2000,1,,
3,"3837-001",3,"**CONFIDENTIAL**",6,1,1,3000,1,,,3000,1,,
1,"3838-001",,,,,,,,,,,,,
1,"3850-001",,,,,,,,,,,,,
1,"3851-001",,,,,,,,,,,,,
1,"3852-001",,,,,,,,,,,,,
1,"3854-001",,,,,,,,,,,,,
1,"3855-001",1,"**CONFIDENTIAL**",13,1,1,200000,1,,,200000,7,,
1,"3856-001",,,,,,,,,,,,,
1,"3857-001",,,,,,,,,,,,,
1,"3859-001",1,"**CONFIDENTIAL**",7,2,2,3000,1,,,3000,1,,
1,"3869-001",,,,,,,,,,,,,
1,"3870-001",,,,,,,,,,,,,
1,"3871-001",1,"**CONFIDENTIAL**",12,2,1,76000,1,,,110000,1,,
1,"3872-001",,,,,,,,,,,,,
1,"3873-001",,,,,,,,,,,,,
1,"3874-001",,,,,,,,,,,,,
1,"3875-001",,,,,,,,,,,,,
1,"3876-001",1,"**CONFIDENTIAL**",6,1,1,8000,2,3,2015,8000,1,,
1,"3888-001",1,"**CONFIDENTIAL**",12,1,1,40000,2,12,2014,42000,7,,
1,"3889-001",,,,,,,,,,,,,
1,"3890-001",,,,,,,,,,,,,
1,"3891-001",1,"**CONFIDENTIAL**",13,1,1,20000,2,12,2014,20000,6,,
2,"3891-001",2,"**CONFIDENTIAL**",6,1,1,5000,1,,,5000,1,,
1,"3892-001",,,,,,,,,,,,,
1,"3893-001",1,"**CONFIDENTIAL**",12,1,1,50000,2,12,2014,55000,7,,
1,"3894-001",,,,,,,,,,,,,
1,"3895-001",1,"**CONFIDENTIAL**",1,1,1,1700000,2,3,2016,1825000,1,,
1,"3907-001",,,,,,,,,,,,,
1,"3908-001",,,,,,,,,,,,,
1,"3909-001",1,"**CONFIDENTIAL**",1,1,1,1000000,2,10,2015,1185000,1,5,
1,"3910-001",,,,,,,,,,,,,
1,"3911-001",,,,,,,,,,,,,
1,"3912-001",1,"**CONFIDENTIAL**",1,1,1,9000000,2,10,2019,14000000,9,,
2,"3912-001",2,"**CONFIDENTIAL**",1,1,1,7000000,2,10,2019,10000000,9,,
1,"3913-001",,,,,,,,,,,,,
1,"3914-001",1,"**CONFIDENTIAL**",5,1,1,1000000,1,,,105000,7,,
1,"3926-001",,,,,,,,,,,,,
1,"3928-001",1,"**CONFIDENTIAL**",13,1,1,20000,1,,,20000,7,,
1,"3929-001",,,,,,,,,,,,,
1,"3930-001",,,,,,,,,,,,,
1,"3931-001",1,"**CONFIDENTIAL**",12,2,1,160000,2,10,2014,176000,2,,
1,"3932-001",,,,,,,,,,,,,
1,"3933-001",1,"**CONFIDENTIAL**",12,2,1,200000,1,,,220000,1,,
1,"3934-001",,,,,,,,,,,,,
1,"3945-001",,,,,,,,,,,,,
1,"3946-001",,,,,,,,,,,,,
1,"3947-001",,,,,,,,,,,,,
1,"3948-001",1,"**CONFIDENTIAL**",6,2,1,30000,2,11,2014,30000,7,,
1,"3949-001",,,,,,,,,,,,,
1,"3950-001",,,,,,,,,,,,,
1,"3951-001",,,,,,,,,,,,,
1,"3952-001",,,,,,,,,,,,,
1,"3964-001",,,,,,,,,,,,,
1,"3965-001",,,,,,,,,,,,,
1,"3966-001",,,,,,,,,,,,,
1,"3967-001",,,,,,,,,,,,,
1,"3968-001",,,,,,,,,,,,,
1,"3969-001",,,,,,,,,,,,,
1,"3970-001",,,,,,,,,,,,,
1,"3972-001",,,,,,,,,,,,,
1,"3983-001",,,,,,,,,,,,,
1,"3985-001",,,,,,,,,,,,,
1,"3987-001",1,"**CONFIDENTIAL**",10,1,1,200000,2,1,2015,260000,5,,
2,"3987-001",2,"**CONFIDENTIAL**",10,2,1,200000,2,1,2015,260000,7,,
1,"3988-001",,,,,,,,,,,,,
1,"3989-001",,,,,,,,,,,,,
1,"3990-001",,,,,,,,,,,,,
1,"3993-001",,,,,,,,,,,,,
1,"3994-001",,,,,,,,,,,,,
1,"4002-001",,,,,,,,,,,,,
1,"4003-001",1,"**CONFIDENTIAL**",12,1,1,5000,2,6,2015,6000,1,,
1,"4004-001",,,,,,,,,,,,,
1,"4005-001",1,"**CONFIDENTIAL**",6,1,1,40000,2,8,2015,80000,1,,
1,"4006-001",1,"**CONFIDENTIAL**",6,1,1,20000,2,7,2015,20000,1,,
1,"4007-001",,,,,,,,,,,,,
1,"4008-001",,,,,,,,,,,,,
1,"4012-001",,,,,,,,,,,,,
1,"4022-001",,,,,,,,,,,,,
1,"4023-001",1,"**CONFIDENTIAL**",12,1,1,40000,2,3,2015,45000,1,,
1,"4024-001",,,,,,,,,,,,,
1,"4025-001",,,,,,,,,,,,,
1,"4026-001",,,,,,,,,,,,,
1,"4027-001",,,,,,,,,,,,,
1,"4028-001",1,"**CONFIDENTIAL**",1,1,1,4000000,2,7,2019,10000000,5,10,
1,"4032-001",,,,,,,,,,,,,
1,"4040-001",1,"**CONFIDENTIAL**",12,1,1,50000,2,4,2015,60000,1,,
1,"4041-001",,,,,,,,,,,,,
1,"4042-001",,,,,,,,,,,,,
1,"4043-001",1,"**CONFIDENTIAL**",7,1,1,1000000,2,2,2015,1000000,5,,
1,"4044-001",,,,,,,,,,,,,
1,"4045-001",,,,,,,,,,,,,
1,"4046-001",,,,,,,,,,,,,
1,"4047-001",,,,,,,,,,,,,
1,"4059-001",,,,,,,,,,,,,
1,"4060-001",1,"**CONFIDENTIAL**",6,2,1,40000,2,12,2014,40000,3,,
2,"4060-001",2,"**CONFIDENTIAL**",6,1,2,465000,1,,,465000,7,,
1,"4061-001",,,,,,,,,,,,,
1,"4062-001",1,"**CONFIDENTIAL**",6,5,1,20000,2,11,2014,20000,7,,
1,"4063-001",,,,,,,,,,,,,
1,"4064-001",1,"**CONFIDENTIAL**",12,1,1,300000,2,12,2014,330000,2,,
1,"4065-001",1,"**CONFIDENTIAL**",12,1,1,100000,2,12,2014,120000,7,,
1,"4067-001",,,,,,,,,,,,,
1,"4078-001",,,,,,,,,,,,,
1,"4079-001",,,,,,,,,,,,,
1,"4080-001",,,,,,,,,,,,,
1,"4081-001",,,,,,,,,,,,,
1,"4082-001",,,,,,,,,,,,,
1,"4083-001",,,,,,,,,,,,,
1,"4084-001",,,,,,,,,,,,,
1,"4085-001",,,,,,,,,,,,,
1,"4097-001",1,"**CONFIDENTIAL**",2,1,1,300000,2,12,2014,345000,7,,
1,"4098-001",,,,,,,,,,,,,
1,"4099-001",1,"**CONFIDENTIAL**",2,1,1,600000,1,,,810000,6,7,
1,"4100-001",,,,,,,,,,,,,
1,"4101-001",,,,,,,,,,,,,
1,"4102-001",,,,,,,,,,,,,
1,"4103-001",,,,,,,,,,,,,
1,"4104-001",,,,,,,,,,,,,
1,"4116-001",,,,,,,,,,,,,
1,"4117-001",,,,,,,,,,,,,
1,"4118-001",,,,,,,,,,,,,
1,"4119-001",,,,,,,,,,,,,
1,"4120-001",,,,,,,,,,,,,
1,"4121-001",,,,,,,,,,,,,
1,"4122-001",,,,,,,,,,,,,
1,"4123-001",,,,,,,,,,,,,
1,"4135-001",,,,,,,,,,,,,
1,"4136-001",,,,,,,,,,,,,
1,"4137-001",,,,,,,,,,,,,
1,"4138-001",,,,,,,,,,,,,
1,"4139-001",,,,,,,,,,,,,
1,"4140-001",,,,,,,,,,,,,
1,"4141-001",,,,,,,,,,,,,
1,"4142-001",,,,,,,,,,,,,
1,"4154-001",,,,,,,,,,,,,
1,"4155-001",,,,,,,,,,,,,
1,"4156-001",1,"**CONFIDENTIAL**",2,2,1,300000,1,,,420000,7,3,10
1,"4157-001",,,,,,,,,,,,,
1,"4158-001",,,,,,,,,,,,,
1,"4159-001",,,,,,,,,,,,,
1,"4160-001",1,"**CONFIDENTIAL**",6,1,1,600000,2,11,2014,600000,7,,
1,"4161-001",,,,,,,,,,,,,
1,"4173-001",,,,,,,,,,,,,
1,"4174-001",1,"**CONFIDENTIAL**",7,2,2,1400,1,,,1,1,,
1,"4175-001",,,,,,,,,,,,,
1,"4176-001",,,,,,,,,,,,,
1,"4177-001",1,"**CONFIDENTIAL**",6,1,1,200000,1,,,200000,7,,
1,"4178-001",1,"**CONFIDENTIAL**",13,1,1,500000,1,,,520000,7,,
1,"4179-001",,,,,,,,,,,,,
1,"4180-001",,,,,,,,,,,,,
1,"4192-001",,,,,,,,,,,,,
1,"4193-001",,,,,,,,,,,,,
1,"4195-001",,,,,,,,,,,,,
1,"4196-001",,,,,,,,,,,,,
1,"4197-001",,,,,,,,,,,,,
1,"4198-001",1,"**CONFIDENTIAL**",7,1,2,200000,1,,,200000,1,,
1,"4199-001",,,,,,,,,,,,,
1,"4200-001",,,,,,,,,,,,,
1,"4211-001",,,,,,,,,,,,,
1,"4212-001",,,,,,,,,,,,,
1,"4213-001",,,,,,,,,,,,,
1,"4214-001",,,,,,,,,,,,,
1,"4215-001",,,,,,,,,,,,,
1,"4216-001",,,,,,,,,,,,,
1,"4217-001",1,"**CONFIDENTIAL**",6,1,1,30000,1,,,30000,7,,
2,"4217-001",2,"**CONFIDENTIAL**",7,1,2,52000,1,,,52000,1,,
1,"4218-001",1,"**CONFIDENTIAL**",1,1,1,5700000,2,12,2016,6800000,5,1,
1,"4230-001",,,,,,,,,,,,,
1,"4232-001",,,,,,,,,,,,,
1,"4233-001",,,,,,,,,,,,,
1,"4234-001",,,,,,,,,,,,,
1,"4235-001",,,,,,,,,,,,,
1,"4236-001",,,,,,,,,,,,,
1,"4237-001",,,,,,,,,,,,,
1,"4238-001",,,,,,,,,,,,,
1,"4249-001",,,,,,,,,,,,,
1,"4250-001",,,,,,,,,,,,,
1,"4251-001",,,,,,,,,,,,,
1,"4252-001",,,,,,,,,,,,,
1,"4253-001",,,,,,,,,,,,,
1,"4254-001",,,,,,,,,,,,,
1,"4255-001",,,,,,,,,,,,,
1,"4256-001",,,,,,,,,,,,,
1,"4268-001",,,,,,,,,,,,,
1,"4269-001",,,,,,,,,,,,,
1,"4270-001",,,,,,,,,,,,,
1,"4271-001",,,,,,,,,,,,,
1,"4272-001",,,,,,,,,,,,,
1,"4273-001",,,,,,,,,,,,,
1,"4274-001",,,,,,,,,,,,,
1,"4275-001",,,,,,,,,,,,,
1,"4287-001",1,"**CONFIDENTIAL**",6,1,1,1000000,1,,,1200000,3,,
1,"4288-001",,,,,,,,,,,,,
1,"4289-001",,,,,,,,,,,,,
1,"4290-001",,,,,,,,,,,,,
1,"4291-001",,,,,,,,,,,,,
1,"4292-001",,,,,,,,,,,,,
1,"4293-001",,,,,,,,,,,,,
1,"4294-001",,,,,,,,,,,,,
1,"4306-001",,,,,,,,,,,,,
1,"4307-001",,,,,,,,,,,,,
1,"4308-001",,,,,,,,,,,,,
1,"4309-001",,,,,,,,,,,,,
1,"4310-001",,,,,,,,,,,,,
1,"4311-001",,,,,,,,,,,,,
1,"4312-001",,,,,,,,,,,,,
1,"4313-001",,,,,,,,,,,,,
1,"4325-001",,,,,,,,,,,,,
1,"4326-001",,,,,,,,,,,,,
1,"4327-001",,,,,,,,,,,,,
1,"4328-001",,,,,,,,,,,,,
1,"4329-001",,,,,,,,,,,,,
1,"4330-001",,,,,,,,,,,,,
1,"4331-001",,,,,,,,,,,,,
1,"4332-001",,,,,,,,,,,,,
1,"4344-001",,,,,,,,,,,,,
1,"4345-001",,,,,,,,,,,,,
1,"4346-001",,,,,,,,,,,,,
1,"4347-001",1,"**CONFIDENTIAL**",2,1,1,1000000,2,12,2014,1148600,7,,
1,"4348-001",,,,,,,,,,,,,
1,"4349-001",1,"**CONFIDENTIAL**",1,1,1,3000000,2,12,2015,4200000,9,,
1,"4350-001",,,,,,,,,,,,,
1,"4351-001",,,,,,,,,,,,,
1,"4363-001",,,,,,,,,,,,,
1,"4364-001",,,,,,,,,,,,,
1,"4365-001",,,,,,,,,,,,,
1,"4366-001",,,,,,,,,,,,,
1,"4367-001",,,,,,,,,,,,,
1,"4368-001",,,,,,,,,,,,,
1,"4369-001",,,,,,,,,,,,,
1,"4370-001",,,,,,,,,,,,,
1,"4382-001",,,,,,,,,,,,,
1,"4383-001",,,,,,,,,,,,,
1,"4384-001",1,"**CONFIDENTIAL**",1,1,1,7000000,2,9,2019,8218000,3,9,
1,"4385-001",,,,,,,,,,,,,
1,"4386-001",,,,,,,,,,,,,
1,"4387-001",1,"**CONFIDENTIAL**",12,1,1,30000,2,10,2014,36000,6,1,
1,"4388-001",,,,,,,,,,,,,
1,"4390-001",,,,,,,,,,,,,
1,"4401-001",,,,,,,,,,,,,
1,"4402-001",1,"**CONFIDENTIAL**",6,2,1,40000,1,,,40000,1,,
1,"4403-001",1,"**CONFIDENTIAL**",6,1,1,5000,2,6,2015,5000,1,,
1,"4404-001",,,,,,,,,,,,,
1,"4405-001",,,,,,,,,,,,,
1,"4406-001",,,,,,,,,,,,,
1,"4407-001",,,,,,,,,,,,,
1,"4409-001",,,,,,,,,,,,,
1,"4420-001",,,,,,,,,,,,,
1,"4421-001",,,,,,,,,,,,,
1,"4422-001",1,"**CONFIDENTIAL**",12,1,1,20000,2,4,2015,24000,1,,
1,"4423-001",,,,,,,,,,,,,
1,"4424-001",1,"**CONFIDENTIAL**",12,2,1,90000,2,4,2015,117000,6,,
1,"4425-001",,,,,,,,,,,,,
1,"4426-001",,,,,,,,,,,,,
1,"4427-001",,,,,,,,,,,,,
1,"4439-001",,,,,,,,,,,,,
1,"4440-001",,,,,,,,,,,,,
1,"4441-001",,,,,,,,,,,,,
1,"4442-001",,,,,,,,,,,,,
1,"4443-001",,,,,,,,,,,,,
1,"4444-001",,,,,,,,,,,,,
1,"4445-001",,,,,,,,,,,,,
1,"4446-001",,,,,,,,,,,,,
1,"4458-001",,,,,,,,,,,,,
1,"4461-001",,,,,,,,,,,,,
1,"4462-001",,,,,,,,,,,,,
1,"4463-001",,,,,,,,,,,,,
1,"4464-001",,,,,,,,,,,,,
1,"4465-001",,,,,,,,,,,,,
1,"4466-001",,,,,,,,,,,,,
1,"4467-001",,,,,,,,,,,,,
1,"4477-001",,,,,,,,,,,,,
1,"4478-001",,,,,,,,,,,,,
1,"4479-001",,,,,,,,,,,,,
1,"4480-001",,,,,,,,,,,,,
1,"4481-001",,,,,,,,,,,,,
1,"4482-001",,,,,,,,,,,,,
1,"4483-001",,,,,,,,,,,,,
1,"4484-001",,,,,,,,,,,,,
1,"4496-001",,,,,,,,,,,,,
1,"4497-001",,,,,,,,,,,,,
1,"4498-001",1,"**CONFIDENTIAL**",13,1,2,492000,1,,,492000,6,,
1,"4499-001",1,"**CONFIDENTIAL**",12,1,1,300000,2,8,2015,360000,6,,
1,"4500-001",,,,,,,,,,,,,
1,"4501-001",,,,,,,,,,,,,
1,"4502-001",,,,,,,,,,,,,
1,"4503-001",1,"**CONFIDENTIAL**",13,1,1,700000,2,8,2015,900000,6,,
1,"4515-001",,,,,,,,,,,,,
1,"4516-001",1,"**CONFIDENTIAL**",6,1,1,100000,2,10,2014,100000,1,,
1,"4517-001",,,,,,,,,,,,,
1,"4518-001",,,,,,,,,,,,,
1,"4519-001",,,,,,,,,,,,,
1,"4520-001",1,"**CONFIDENTIAL**",8,2,1,30000,2,8,2015,30000,6,,
1,"4521-001",1,"**CONFIDENTIAL**",13,2,1,30000,1,,,30000,1,,
2,"4521-001",2,"**CONFIDENTIAL**",6,2,1,30000,1,,,30000,2,,
1,"4522-001",,,,,,,,,,,,,
1,"4534-001",,,,,,,,,,,,,
1,"4535-001",,,,,,,,,,,,,
1,"4537-001",,,,,,,,,,,,,
1,"4538-001",,,,,,,,,,,,,
1,"4539-001",,,,,,,,,,,,,
1,"4540-001",,,,,,,,,,,,,
1,"4541-001",,,,,,,,,,,,,
1,"4543-001",,,,,,,,,,,,,
1,"4553-001",,,,,,,,,,,,,
1,"4554-001",,,,,,,,,,,,,
1,"4555-001",,,,,,,,,,,,,
1,"4556-001",,,,,,,,,,,,,
1,"4557-001",,,,,,,,,,,,,
1,"4559-001",,,,,,,,,,,,,
1,"4560-001",1,"**CONFIDENTIAL**",2,1,1,550000,2,2,2015,728000,7,,
1,"4564-001",,,,,,,,,,,,,
1,"4572-001",1,"**CONFIDENTIAL**",6,1,1,50000,1,,,50000,2,,
1,"4573-001",,,,,,,,,,,,,
1,"4574-001",1,"**CONFIDENTIAL**",6,3,1,20000,2,7,2015,20000,2,,
2,"4574-001",2,"**CONFIDENTIAL**",6,2,1,50000,1,,,50000,2,,
3,"4574-001",3,"**CONFIDENTIAL**",6,3,1,30000,2,7,2015,30000,2,,
1,"4575-001",1,"**CONFIDENTIAL**",8,2,1,50000,1,,,50000,7,,
1,"4576-001",,,,,,,,,,,,,
1,"4577-001",1,"**CONFIDENTIAL**",13,1,1,5000,2,2,2015,5000,2,,
1,"4578-001",,,,,,,,,,,,,
1,"4579-001",1,"**CONFIDENTIAL**",12,1,1,80000,2,8,2015,96000,1,,
2,"4579-001",2,"**CONFIDENTIAL**",8,1,1,70000,1,,,70000,10,,
1,"4591-001",1,"**CONFIDENTIAL**",6,1,1,160000,2,8,2015,320000,1,6,
1,"4592-001",,,,,,,,,,,,,
1,"4593-001",,,,,,,,,,,,,
1,"4594-001",,,,,,,,,,,,,
1,"4595-001",,,,,,,,,,,,,
1,"4596-001",,,,,,,,,,,,,
1,"4597-001",,,,,,,,,,,,,
1,"4598-001",,,,,,,,,,,,,
1,"4610-001",,,,,,,,,,,,,
1,"4611-001",,,,,,,,,,,,,
1,"4612-001",,,,,,,,,,,,,
1,"4613-001",,,,,,,,,,,,,
1,"4614-001",,,,,,,,,,,,,
1,"4615-001",,,,,,,,,,,,,
1,"4616-001",,,,,,,,,,,,,
1,"4618-001",,,,,,,,,,,,,
1,"4629-001",,,,,,,,,,,,,
1,"4630-001",,,,,,,,,,,,,
1,"4631-001",,,,,,,,,,,,,
1,"4633-001",,,,,,,,,,,,,
1,"4634-001",,,,,,,,,,,,,
1,"4635-001",,,,,,,,,,,,,
1,"4636-001",,,,,,,,,,,,,
1,"4640-001",,,,,,,,,,,,,
1,"4648-001",,,,,,,,,,,,,
1,"4649-001",,,,,,,,,,,,,
1,"4650-001",,,,,,,,,,,,,
1,"4651-001",1,"**CONFIDENTIAL**",13,2,1,10000,1,,,10000,1,,
1,"4652-001",,,,,,,,,,,,,
1,"4653-001",,,,,,,,,,,,,
1,"4654-001",,,,,,,,,,,,,
1,"4655-001",,,,,,,,,,,,,
1,"4667-001",,,,,,,,,,,,,
1,"4668-001",,,,,,,,,,,,,
1,"4669-001",,,,,,,,,,,,,
1,"4670-001",,,,,,,,,,,,,
1,"4671-001",1,"**CONFIDENTIAL**",12,1,1,40000,2,2,2015,44000,1,,
1,"4672-001",,,,,,,,,,,,,
1,"4673-001",,,,,,,,,,,,,
1,"4674-001",,,,,,,,,,,,,
1,"4686-001",1,"**CONFIDENTIAL**",12,1,1,100000,1,,,110000,3,10,
1,"4687-001",,,,,,,,,,,,,
1,"4688-001",,,,,,,,,,,,,
1,"4689-001",,,,,,,,,,,,,
1,"4690-001",,,,,,,,,,,,,
1,"4691-001",1,"**CONFIDENTIAL**",2,1,1,1500000,2,7,2015,1900000,10,,
1,"4692-001",,,,,,,,,,,,,
1,"4693-001",1,"**CONFIDENTIAL**",1,2,1,12000000,2,4,2019,18000000,3,9,
1,"4705-001",,,,,,,,,,,,,
1,"4706-001",,,,,,,,,,,,,
1,"4707-001",,,,,,,,,,,,,
1,"4708-001",,,,,,,,,,,,,
1,"4709-001",,,,,,,,,,,,,
1,"4710-001",,,,,,,,,,,,,
1,"4711-001",,,,,,,,,,,,,
1,"4712-001",,,,,,,,,,,,,
1,"4724-001",1,"**CONFIDENTIAL**",6,1,1,15000,1,,,15000,10,,
1,"4725-001",,,,,,,,,,,,,
1,"4726-001",1,"**CONFIDENTIAL**",2,1,1,1300000,2,8,2019,1800000,9,,
1,"4727-001",,,,,,,,,,,,,
1,"4728-001",,,,,,,,,,,,,
1,"4729-001",,,,,,,,,,,,,
1,"4730-001",,,,,,,,,,,,,
1,"4731-001",,,,,,,,,,,,,
1,"4743-001",,,,,,,,,,,,,
1,"4744-001",,,,,,,,,,,,,
1,"4745-001",,,,,,,,,,,,,
1,"4746-001",,,,,,,,,,,,,
1,"4747-001",,,,,,,,,,,,,
1,"4748-001",1,"**CONFIDENTIAL**",2,1,1,600000,1,,,720000,7,9,
1,"4749-001",,,,,,,,,,,,,
1,"4750-001",,,,,,,,,,,,,
1,"4762-001",,,,,,,,,,,,,
1,"4763-001",,,,,,,,,,,,,
1,"4764-001",,,,,,,,,,,,,
1,"4765-001",,,,,,,,,,,,,
1,"4766-001",,,,,,,,,,,,,
1,"4767-001",,,,,,,,,,,,,
1,"4768-001",,,,,,,,,,,,,
1,"4769-001",,,,,,,,,,,,,
1,"4781-001",,,,,,,,,,,,,
1,"4782-001",,,,,,,,,,,,,
1,"4783-001",,,,,,,,,,,,,
1,"4785-001",,,,,,,,,,,,,
1,"4786-001",,,,,,,,,,,,,
1,"4787-001",1,"**CONFIDENTIAL**",1,1,1,2000000,2,5,2015,2200000,10,,
1,"4788-001",,,,,,,,,,,,,
1,"4789-001",,,,,,,,,,,,,
1,"4800-001",,,,,,,,,,,,,
1,"4801-001",,,,,,,,,,,,,
1,"4802-001",,,,,,,,,,,,,
1,"4803-001",1,"**CONFIDENTIAL**",6,1,1,20000,1,,,20000,5,,
1,"4804-001",,,,,,,,,,,,,
1,"4805-001",,,,,,,,,,,,,
1,"4806-001",,,,,,,,,,,,,
1,"4807-001",,,,,,,,,,,,,
1,"4820-001",,,,,,,,,,,,,
1,"4821-001",,,,,,,,,,,,,
1,"4822-001",,,,,,,,,,,,,
1,"4823-001",,,,,,,,,,,,,
1,"4824-001",,,,,,,,,,,,,
1,"4825-001",,,,,,,,,,,,,
1,"4826-001",,,,,,,,,,,,,
1,"4829-001",,,,,,,,,,,,,
1,"4838-001",,,,,,,,,,,,,
1,"4839-001",,,,,,,,,,,,,
1,"4840-001",,,,,,,,,,,,,
1,"4841-001",1,"**CONFIDENTIAL**",6,1,2,60000,2,6,2015,60000,1,,
1,"4842-001",,,,,,,,,,,,,
1,"4843-001",,,,,,,,,,,,,
1,"4844-001",1,"**CONFIDENTIAL**",7,2,2,300000,1,,,336000,6,,
1,"4845-001",,,,,,,,,,,,,
1,"4857-001",,,,,,,,,,,,,
1,"4858-001",,,,,,,,,,,,,
1,"4859-001",,,,,,,,,,,,,
1,"4860-001",,,,,,,,,,,,,
1,"4861-001",1,"**CONFIDENTIAL**",2,1,1,200000,1,,,252000,7,,
1,"4862-001",,,,,,,,,,,,,
1,"4863-001",,,,,,,,,,,,,
1,"4864-001",,,,,,,,,,,,,
1,"4876-001",,,,,,,,,,,,,
1,"4877-001",,,,,,,,,,,,,
1,"4878-001",,,,,,,,,,,,,
1,"4879-001",,,,,,,,,,,,,
1,"4880-001",,,,,,,,,,,,,
