"occ","y4_hhid","loancode","hh_p02_2","hh_p03","hh_p04","hh_p05","hh_p06","hh_p07","hh_p08_1","hh_p08_2","hh_p09","hh_p10_1","hh_p10_2","hh_p10_3"
1,"4881-001",1,"**CONFIDENTIAL**",6,1,2,15000,2,6,2015,15000,1,,
1,"4882-001",,,,,,,,,,,,,
1,"4883-001",,,,,,,,,,,,,
1,"4895-001",,,,,,,,,,,,,
1,"4896-001",,,,,,,,,,,,,
1,"4897-001",,,,,,,,,,,,,
1,"4898-001",1,"**CONFIDENTIAL**",7,1,2,300000,1,,,300000,9,,
1,"4899-001",,,,,,,,,,,,,
1,"4900-001",,,,,,,,,,,,,
1,"4901-001",,,,,,,,,,,,,
1,"4902-001",,,,,,,,,,,,,
1,"4914-001",,,,,,,,,,,,,
1,"4915-001",,,,,,,,,,,,,
1,"4916-001",,,,,,,,,,,,,
1,"4917-001",,,,,,,,,,,,,
1,"4918-001",1,"**CONFIDENTIAL**",6,1,2,10000,2,2,2015,10000,1,,
1,"4919-001",,,,,,,,,,,,,
1,"4920-001",,,,,,,,,,,,,
1,"4921-001",,,,,,,,,,,,,
1,"4933-001",,,,,,,,,,,,,
1,"4934-001",,,,,,,,,,,,,
1,"4935-001",1,"**CONFIDENTIAL**",6,1,1,30000,1,,,30000,6,,
1,"4936-001",,,,,,,,,,,,,
1,"4937-001",1,"**CONFIDENTIAL**",11,1,1,200000,1,,,236000,3,,
1,"4938-001",,,,,,,,,,,,,
1,"4939-001",,,,,,,,,,,,,
1,"4940-001",,,,,,,,,,,,,
1,"4952-001",,,,,,,,,,,,,
1,"4953-001",,,,,,,,,,,,,
1,"4954-001",1,"**CONFIDENTIAL**",1,1,1,2000000,2,8,2015,2990000,1,10,
1,"4955-001",,,,,,,,,,,,,
1,"4956-001",1,"**CONFIDENTIAL**",1,1,1,6000000,2,10,2019,10000000,1,7,9
1,"4957-001",1,"**CONFIDENTIAL**",1,1,1,2400000,1,,,3024000,9,,
1,"4958-001",,,,,,,,,,,,,
1,"4959-001",1,"**CONFIDENTIAL**",1,1,1,1500000,2,8,2017,2220000,9,,
1,"4971-001",,,,,,,,,,,,,
1,"4972-001",,,,,,,,,,,,,
1,"4973-001",,,,,,,,,,,,,
1,"4974-001",,,,,,,,,,,,,
1,"4975-001",,,,,,,,,,,,,
1,"4976-001",1,"**CONFIDENTIAL**",6,1,1,100000,1,,,100000,2,,
1,"4977-001",,,,,,,,,,,,,
1,"4978-001",,,,,,,,,,,,,
1,"4990-001",,,,,,,,,,,,,
1,"4991-001",1,"**CONFIDENTIAL**",12,1,1,100000,2,3,2015,130000,6,3,
1,"4992-001",1,"**CONFIDENTIAL**",6,1,1,400000,1,,,400000,5,,
1,"4993-001",,,,,,,,,,,,,
1,"4994-001",1,"**CONFIDENTIAL**",6,1,1,60000,1,,,60000,2,,
1,"4995-001",,,,,,,,,,,,,
1,"4996-001",,,,,,,,,,,,,
1,"4997-001",,,,,,,,,,,,,
1,"5009-001",,,,,,,,,,,,,
1,"5010-001",,,,,,,,,,,,,
1,"5011-001",1,"**CONFIDENTIAL**",12,1,1,20000,1,,,22000,2,,
1,"5012-001",,,,,,,,,,,,,
1,"5013-001",1,"**CONFIDENTIAL**",8,1,1,100000,2,12,2015,100000,1,3,
1,"5014-001",,,,,,,,,,,,,
1,"5015-001",,,,,,,,,,,,,
1,"5016-001",,,,,,,,,,,,,
1,"5028-001",,,,,,,,,,,,,
1,"5029-001",,,,,,,,,,,,,
1,"5030-001",,,,,,,,,,,,,
1,"5031-001",,,,,,,,,,,,,
1,"5032-001",1,"**CONFIDENTIAL**",2,2,1,450000,1,,,676800,7,,
1,"5033-001",,,,,,,,,,,,,
1,"5034-001",,,,,,,,,,,,,
1,"5035-001",,,,,,,,,,,,,
1,"5047-001",,,,,,,,,,,,,
1,"5048-001",,,,,,,,,,,,,
1,"5049-001",,,,,,,,,,,,,
1,"5050-001",,,,,,,,,,,,,
1,"5051-001",,,,,,,,,,,,,
1,"5052-001",,,,,,,,,,,,,
1,"5053-001",1,"**CONFIDENTIAL**",7,1,2,10050,2,6,2015,10050,1,,
2,"5053-001",2,"**CONFIDENTIAL**",8,1,1,10000,2,6,2015,10000,1,,
1,"5054-001",,,,,,,,,,,,,
1,"5066-001",,,,,,,,,,,,,
1,"5067-001",,,,,,,,,,,,,
1,"5068-001",,,,,,,,,,,,,
1,"5069-001",,,,,,,,,,,,,
1,"5070-001",,,,,,,,,,,,,
1,"5071-001",,,,,,,,,,,,,
1,"5072-001",,,,,,,,,,,,,
1,"5073-001",1,"**CONFIDENTIAL**",6,1,1,200000,2,7,2015,200000,1,,
1,"5085-001",,,,,,,,,,,,,
1,"5086-001",,,,,,,,,,,,,
1,"5087-001",,,,,,,,,,,,,
1,"5088-001",,,,,,,,,,,,,
1,"5089-001",,,,,,,,,,,,,
1,"5090-001",,,,,,,,,,,,,
1,"5091-001",,,,,,,,,,,,,
1,"5092-001",1,"**CONFIDENTIAL**",13,1,1,200000,1,,,200000,1,,
1,"5104-001",,,,,,,,,,,,,
1,"5105-001",,,,,,,,,,,,,
1,"5106-001",,,,,,,,,,,,,
1,"5107-001",,,,,,,,,,,,,
1,"5108-001",,,,,,,,,,,,,
1,"5109-001",,,,,,,,,,,,,
1,"5110-001",,,,,,,,,,,,,
1,"5111-001",,,,,,,,,,,,,
1,"5124-001",,,,,,,,,,,,,
1,"5125-001",,,,,,,,,,,,,
1,"5127-001",,,,,,,,,,,,,
1,"5128-001",,,,,,,,,,,,,
1,"5130-001",,,,,,,,,,,,,
1,"5131-001",,,,,,,,,,,,,
1,"5132-001",,,,,,,,,,,,,
1,"5133-001",,,,,,,,,,,,,
1,"5143-001",,,,,,,,,,,,,
1,"5144-001",1,"**CONFIDENTIAL**",12,1,1,1000000,2,10,2015,1300000,7,,
1,"5146-001",,,,,,,,,,,,,
1,"5147-001",,,,,,,,,,,,,
1,"5148-001",,,,,,,,,,,,,
1,"5149-001",,,,,,,,,,,,,
1,"5152-001",,,,,,,,,,,,,
1,"5153-001",,,,,,,,,,,,,
1,"5162-001",,,,,,,,,,,,,
1,"5163-001",1,"**CONFIDENTIAL**",1,1,1,4000000,2,12,2015,4400000,9,7,
2,"5163-001",2,"**CONFIDENTIAL**",1,1,1,9000000,2,3,2016,9900000,9,,
1,"5164-001",,,,,,,,,,,,,
1,"5166-001",,,,,,,,,,,,,
1,"5168-001",,,,,,,,,,,,,
1,"5169-001",,,,,,,,,,,,,
1,"5170-001",,,,,,,,,,,,,
1,"5171-001",,,,,,,,,,,,,
1,"5180-001",,,,,,,,,,,,,
1,"5181-001",,,,,,,,,,,,,
1,"5182-001",,,,,,,,,,,,,
1,"5183-001",,,,,,,,,,,,,
1,"5184-001",,,,,,,,,,,,,
1,"5186-001",1,"**CONFIDENTIAL**",1,1,1,10000000,2,11,2019,3000000,9,,
1,"5187-001",,,,,,,,,,,,,
1,"5188-001",,,,,,,,,,,,,
1,"5200-001",,,,,,,,,,,,,
1,"5201-001",,,,,,,,,,,,,
1,"5202-001",,,,,,,,,,,,,
1,"5203-001",,,,,,,,,,,,,
1,"5204-001",,,,,,,,,,,,,
1,"5205-001",,,,,,,,,,,,,
1,"5206-001",,,,,,,,,,,,,
1,"5207-001",,,,,,,,,,,,,
1,"5218-001",,,,,,,,,,,,,
1,"5219-001",,,,,,,,,,,,,
1,"5220-001",,,,,,,,,,,,,
1,"5221-001",,,,,,,,,,,,,
1,"5222-001",,,,,,,,,,,,,
1,"5223-001",,,,,,,,,,,,,
1,"5224-001",,,,,,,,,,,,,
1,"5228-001",1,"**CONFIDENTIAL**",2,2,1,200000,2,7,2015,220000,7,3,
1,"5238-001",,,,,,,,,,,,,
1,"5240-001",,,,,,,,,,,,,
1,"5241-001",,,,,,,,,,,,,
1,"5242-001",,,,,,,,,,,,,
1,"5243-001",,,,,,,,,,,,,
1,"5244-001",,,,,,,,,,,,,
1,"5245-001",,,,,,,,,,,,,
1,"5246-001",,,,,,,,,,,,,
1,"5256-001",,,,,,,,,,,,,
1,"5257-001",,,,,,,,,,,,,
1,"5258-001",,,,,,,,,,,,,
1,"5259-001",,,,,,,,,,,,,
1,"5260-001",,,,,,,,,,,,,
1,"5261-001",,,,,,,,,,,,,
1,"5262-001",,,,,,,,,,,,,
1,"5263-001",,,,,,,,,,,,,
1,"5275-001",,,,,,,,,,,,,
1,"5276-001",1,"**CONFIDENTIAL**",8,2,1,300000,2,8,2015,380000,7,,
1,"5277-001",,,,,,,,,,,,,
1,"5278-001",,,,,,,,,,,,,
1,"5279-001",,,,,,,,,,,,,
1,"5280-001",,,,,,,,,,,,,
1,"5281-001",,,,,,,,,,,,,
1,"5283-001",,,,,,,,,,,,,
1,"5294-001",,,,,,,,,,,,,
1,"5295-001",1,"**CONFIDENTIAL**",2,1,1,400000,2,7,2015,440000,3,,
1,"5296-001",,,,,,,,,,,,,
1,"5298-001",,,,,,,,,,,,,
1,"5299-001",,,,,,,,,,,,,
1,"5300-001",1,"**CONFIDENTIAL**",12,1,1,500000,2,12,2015,600000,7,,
1,"5302-001",,,,,,,,,,,,,
1,"5303-001",,,,,,,,,,,,,
1,"5313-001",,,,,,,,,,,,,
1,"5314-001",,,,,,,,,,,,,
1,"5316-001",1,"**CONFIDENTIAL**",2,1,1,500000,1,,,620000,7,,
1,"5317-001",,,,,,,,,,,,,
1,"5318-001",,,,,,,,,,,,,
1,"5319-001",,,,,,,,,,,,,
1,"5320-001",1,"**CONFIDENTIAL**",5,1,1,5000000,2,6,2017,5800000,7,,
1,"5323-001",1,"**CONFIDENTIAL**",2,1,1,2000000,1,,,2240000,7,,
1,"5332-001",,,,,,,,,,,,,
1,"5333-001",,,,,,,,,,,,,
1,"5334-001",1,"**CONFIDENTIAL**",1,1,1,17000000,2,10,2015,22000000,9,,
2,"5334-001",2,"**CONFIDENTIAL**",1,1,1,7000000,2,10,2015,9000000,9,,
1,"5335-001",1,"**CONFIDENTIAL**",1,2,1,400000,1,,,480000,3,,
1,"5336-001",,,,,,,,,,,,,
1,"5337-001",1,"**CONFIDENTIAL**",1,2,1,10000000,2,5,2018,12000000,2,3,
1,"5339-001",,,,,,,,,,,,,
1,"5340-001",,,,,,,,,,,,,
1,"5351-001",,,,,,,,,,,,,
1,"5352-001",,,,,,,,,,,,,
1,"5353-001",,,,,,,,,,,,,
1,"5354-001",,,,,,,,,,,,,
1,"5355-001",,,,,,,,,,,,,
1,"5357-001",,,,,,,,,,,,,
1,"5358-001",,,,,,,,,,,,,
1,"5361-001",,,,,,,,,,,,,
1,"5370-001",,,,,,,,,,,,,
1,"5372-001",,,,,,,,,,,,,
1,"5373-001",,,,,,,,,,,,,
1,"5374-001",,,,,,,,,,,,,
1,"5375-001",,,,,,,,,,,,,
1,"5376-001",,,,,,,,,,,,,
1,"5377-001",,,,,,,,,,,,,
1,"5379-001",,,,,,,,,,,,,
1,"5391-001",,,,,,,,,,,,,
1,"5392-001",,,,,,,,,,,,,
1,"5393-001",1,"**CONFIDENTIAL**",2,1,1,10000000,2,2,2018,11500000,10,,
1,"5395-001",1,"**CONFIDENTIAL**",2,2,1,600000,2,9,2015,660000,7,,
1,"5396-001",1,"**CONFIDENTIAL**",1,1,1,1200000,2,6,2016,1460000,5,,
1,"5397-001",,,,,,,,,,,,,
1,"5399-001",1,"**CONFIDENTIAL**",6,1,1,5000000,2,12,2015,5000000,5,1,
1,"5400-001",1,"**CONFIDENTIAL**",1,1,1,12000000,2,8,2019,1700000,5,,
1,"5408-001",,,,,,,,,,,,,
1,"5409-001",,,,,,,,,,,,,
1,"5410-001",,,,,,,,,,,,,
1,"5411-001",,,,,,,,,,,,,
1,"5412-001",,,,,,,,,,,,,
1,"5413-001",,,,,,,,,,,,,
1,"5414-001",1,"**CONFIDENTIAL**",6,1,1,5000000,1,,,5000000,7,,
1,"5415-001",,,,,,,,,,,,,
1,"5427-001",,,,,,,,,,,,,
1,"5428-001",,,,,,,,,,,,,
1,"5429-001",,,,,,,,,,,,,
1,"5430-001",,,,,,,,,,,,,
1,"5431-001",,,,,,,,,,,,,
1,"5432-001",1,"**CONFIDENTIAL**",12,1,1,50000,1,,,55000,7,,
2,"5432-001",2,"**CONFIDENTIAL**",12,1,1,100000,2,7,2015,110000,10,,
1,"5433-001",,,,,,,,,,,,,
1,"5434-001",,,,,,,,,,,,,
1,"5446-001",1,"**CONFIDENTIAL**",9,1,1,2000000,2,11,2016,2000000,5,,
1,"5447-001",,,,,,,,,,,,,
1,"5448-001",,,,,,,,,,,,,
1,"5449-001",,,,,,,,,,,,,
1,"5450-001",,,,,,,,,,,,,
1,"5451-001",,,,,,,,,,,,,
1,"5456-001",,,,,,,,,,,,,
1,"5458-001",,,,,,,,,,,,,
1,"5467-001",,,,,,,,,,,,,
1,"5468-001",,,,,,,,,,,,,
1,"5469-001",,,,,,,,,,,,,
1,"5471-001",,,,,,,,,,,,,
1,"5473-001",,,,,,,,,,,,,
1,"5474-001",,,,,,,,,,,,,
1,"5475-001",,,,,,,,,,,,,
1,"5476-001",,,,,,,,,,,,,
1,"5484-001",,,,,,,,,,,,,
1,"5485-001",,,,,,,,,,,,,
1,"5486-001",,,,,,,,,,,,,
1,"5487-001",1,"**CONFIDENTIAL**",6,1,1,300000,1,,,300000,3,,
1,"5488-001",,,,,,,,,,,,,
1,"5489-001",,,,,,,,,,,,,
1,"5490-001",1,"**CONFIDENTIAL**",1,1,1,20000000,2,4,2018,28800000,9,,
1,"5491-001",,,,,,,,,,,,,
1,"5503-001",,,,,,,,,,,,,
1,"5505-001",,,,,,,,,,,,,
1,"5507-001",1,"**CONFIDENTIAL**",2,1,1,1000000,2,2,2016,1350000,9,,
1,"5509-001",,,,,,,,,,,,,
1,"5510-001",,,,,,,,,,,,,
1,"5511-001",,,,,,,,,,,,,
1,"5513-001",,,,,,,,,,,,,
1,"5514-001",,,,,,,,,,,,,
1,"5522-001",,,,,,,,,,,,,
1,"5523-001",,,,,,,,,,,,,
1,"5524-001",,,,,,,,,,,,,
1,"5525-001",,,,,,,,,,,,,
1,"5526-001",,,,,,,,,,,,,
1,"5527-001",,,,,,,,,,,,,
1,"5528-001",,,,,,,,,,,,,
1,"5529-001",,,,,,,,,,,,,
1,"5541-001",,,,,,,,,,,,,
1,"5543-001",,,,,,,,,,,,,
1,"5544-001",,,,,,,,,,,,,
1,"5545-001",,,,,,,,,,,,,
1,"5546-001",,,,,,,,,,,,,
1,"5547-001",1,"**CONFIDENTIAL**",1,1,1,10000000,2,12,2015,15000000,7,,
2,"5547-001",2,"**CONFIDENTIAL**",1,2,1,7000000,2,8,2016,10000000,9,,
1,"5548-001",,,,,,,,,,,,,
1,"5550-001",,,,,,,,,,,,,
1,"5560-001",,,,,,,,,,,,,
1,"5562-001",,,,,,,,,,,,,
1,"5563-001",,,,,,,,,,,,,
1,"5564-001",,,,,,,,,,,,,
1,"5565-001",,,,,,,,,,,,,
1,"5566-001",,,,,,,,,,,,,
1,"5567-001",,,,,,,,,,,,,
1,"5570-001",,,,,,,,,,,,,
1,"5579-001",,,,,,,,,,,,,
1,"5580-001",,,,,,,,,,,,,
1,"5581-001",,,,,,,,,,,,,
1,"5582-001",,,,,,,,,,,,,
1,"5584-001",,,,,,,,,,,,,
1,"5585-001",,,,,,,,,,,,,
1,"5586-001",,,,,,,,,,,,,
1,"5588-001",,,,,,,,,,,,,
1,"5598-001",,,,,,,,,,,,,
1,"5601-001",,,,,,,,,,,,,
1,"5602-001",,,,,,,,,,,,,
1,"5603-001",,,,,,,,,,,,,
1,"5604-001",,,,,,,,,,,,,
1,"5605-001",,,,,,,,,,,,,
1,"5606-001",,,,,,,,,,,,,
1,"5608-001",,,,,,,,,,,,,
1,"5617-001",,,,,,,,,,,,,
1,"5618-001",,,,,,,,,,,,,
1,"5619-001",,,,,,,,,,,,,
1,"5620-001",,,,,,,,,,,,,
1,"5621-001",,,,,,,,,,,,,
1,"5623-001",,,,,,,,,,,,,
1,"5627-001",,,,,,,,,,,,,
1,"5628-001",,,,,,,,,,,,,
1,"5655-001",,,,,,,,,,,,,
1,"5657-001",,,,,,,,,,,,,
1,"5658-001",1,"**CONFIDENTIAL**",1,1,1,200000000,2,10,2015,230000000,7,,
1,"5659-001",,,,,,,,,,,,,
1,"5661-001",,,,,,,,,,,,,
1,"5662-001",,,,,,,,,,,,,
1,"5663-001",,,,,,,,,,,,,
1,"5664-001",,,,,,,,,,,,,
1,"5674-001",,,,,,,,,,,,,
1,"5675-001",,,,,,,,,,,,,
1,"5676-001",,,,,,,,,,,,,
1,"5677-001",,,,,,,,,,,,,
1,"5678-001",,,,,,,,,,,,,
1,"5679-001",,,,,,,,,,,,,
1,"5680-001",,,,,,,,,,,,,
1,"5684-001",,,,,,,,,,,,,
1,"5693-001",,,,,,,,,,,,,
1,"5694-001",,,,,,,,,,,,,
1,"5695-001",,,,,,,,,,,,,
1,"5696-001",,,,,,,,,,,,,
1,"5697-001",,,,,,,,,,,,,
1,"5698-001",,,,,,,,,,,,,
1,"5699-001",,,,,,,,,,,,,
1,"5700-001",,,,,,,,,,,,,
1,"5712-001",,,,,,,,,,,,,
1,"5714-001",,,,,,,,,,,,,
1,"5715-001",,,,,,,,,,,,,
1,"5716-001",,,,,,,,,,,,,
1,"5717-001",,,,,,,,,,,,,
1,"5718-001",,,,,,,,,,,,,
1,"5719-001",,,,,,,,,,,,,
1,"5720-001",,,,,,,,,,,,,
1,"5732-001",,,,,,,,,,,,,
1,"5733-001",,,,,,,,,,,,,
1,"5734-001",,,,,,,,,,,,,
1,"5735-001",,,,,,,,,,,,,
1,"5736-001",,,,,,,,,,,,,
1,"5737-001",,,,,,,,,,,,,
1,"5738-001",,,,,,,,,,,,,
1,"5739-001",,,,,,,,,,,,,
1,"5750-001",,,,,,,,,,,,,
1,"5751-001",,,,,,,,,,,,,
1,"5752-001",,,,,,,,,,,,,
1,"5754-001",,,,,,,,,,,,,
1,"5755-001",1,"**CONFIDENTIAL**",2,1,1,950000,2,11,2015,1128000,3,7,
1,"5756-001",,,,,,,,,,,,,
1,"5757-001",,,,,,,,,,,,,
1,"5759-001",,,,,,,,,,,,,
1,"5769-001",,,,,,,,,,,,,
1,"5770-001",,,,,,,,,,,,,
1,"5771-001",,,,,,,,,,,,,
1,"5772-001",1,"**CONFIDENTIAL**",6,1,2,7000,2,9,2015,7000,1,,
1,"5773-001",,,,,,,,,,,,,
1,"5774-001",,,,,,,,,,,,,
1,"5775-001",1,"**CONFIDENTIAL**",6,2,1,5000,1,,,5000,11,,
1,"5776-001",,,,,,,,,,,,,
1,"5788-001",,,,,,,,,,,,,
1,"5789-001",,,,,,,,,,,,,
1,"5790-001",,,,,,,,,,,,,
1,"5791-001",1,"**CONFIDENTIAL**",6,2,2,2000,1,,,2000,1,,
1,"5792-001",,,,,,,,,,,,,
1,"5793-001",,,,,,,,,,,,,
1,"5794-001",,,,,,,,,,,,,
1,"5795-001",,,,,,,,,,,,,
1,"5807-001",,,,,,,,,,,,,
1,"5808-001",,,,,,,,,,,,,
1,"5809-001",,,,,,,,,,,,,
1,"5810-001",1,"**CONFIDENTIAL**",6,1,1,200000,1,,,200000,1,,
2,"5810-001",2,"**CONFIDENTIAL**",7,2,2,22000,1,,,22000,1,,
1,"5811-001",1,"**CONFIDENTIAL**",6,2,1,20000,1,,,20000,10,,
2,"5811-001",2,"**CONFIDENTIAL**",6,1,1,30000,2,8,2015,30000,10,,
1,"5812-001",,,,,,,,,,,,,
1,"5813-001",1,"**CONFIDENTIAL**",3,1,1,300000,2,7,2015,330000,3,,
2,"5813-001",2,"**CONFIDENTIAL**",3,2,1,600000,2,11,2015,660000,3,,
1,"5814-001",,,,,,,,,,,,,
1,"5826-001",,,,,,,,,,,,,
1,"5827-001",,,,,,,,,,,,,
1,"5828-001",,,,,,,,,,,,,
1,"5829-001",1,"**CONFIDENTIAL**",6,2,2,30000,2,7,2015,30000,1,,
1,"5830-001",,,,,,,,,,,,,
1,"5831-001",,,,,,,,,,,,,
1,"5832-001",,,,,,,,,,,,,
1,"5833-001",,,,,,,,,,,,,
1,"5845-001",,,,,,,,,,,,,
1,"5846-001",,,,,,,,,,,,,
1,"5847-001",1,"**CONFIDENTIAL**",12,1,1,100000,2,7,2015,170000,4,,
1,"5848-001",,,,,,,,,,,,,
1,"5849-001",,,,,,,,,,,,,
1,"5850-001",,,,,,,,,,,,,
1,"5851-001",1,"**CONFIDENTIAL**",10,1,1,30000,1,,,36000,1,,
2,"5851-001",2,"**CONFIDENTIAL**",10,8,1,10000,1,,,12000,1,,
1,"5852-001",,,,,,,,,,,,,
1,"5864-001",,,,,,,,,,,,,
1,"5865-001",,,,,,,,,,,,,
1,"5866-001",,,,,,,,,,,,,
1,"5868-001",,,,,,,,,,,,,
1,"5869-001",1,"**CONFIDENTIAL**",12,1,1,100000,1,,,150000,1,,
1,"5870-001",1,"**CONFIDENTIAL**",10,1,1,100000,2,8,2015,130000,6,,
2,"5870-001",2,"**CONFIDENTIAL**",10,2,1,5000,1,,,6500,1,,
1,"5871-001",,,,,,,,,,,,,
1,"5872-001",,,,,,,,,,,,,
1,"5883-001",1,"**CONFIDENTIAL**",6,2,1,100000,2,8,2015,100000,1,,
1,"5884-001",1,"**CONFIDENTIAL**",6,1,1,60000,2,9,2015,70000,3,,
1,"5885-001",,,,,,,,,,,,,
1,"5886-001",,,,,,,,,,,,,
1,"5887-001",,,,,,,,,,,,,
1,"5890-001",,,,,,,,,,,,,
1,"5891-001",,,,,,,,,,,,,
1,"5892-001",,,,,,,,,,,,,
1,"5902-001",,,,,,,,,,,,,
1,"5903-001",,,,,,,,,,,,,
1,"5904-001",1,"**CONFIDENTIAL**",12,1,1,370000,1,,,490000,7,,
1,"5906-001",,,,,,,,,,,,,
1,"5907-001",,,,,,,,,,,,,
1,"5908-001",,,,,,,,,,,,,
1,"5909-001",,,,,,,,,,,,,
1,"5911-001",,,,,,,,,,,,,
1,"5921-001",,,,,,,,,,,,,
1,"5922-001",,,,,,,,,,,,,
1,"5924-001",1,"**CONFIDENTIAL**",1,1,1,5000000,2,4,2018,8000000,1,9,
1,"5926-001",,,,,,,,,,,,,
1,"5927-001",1,"**CONFIDENTIAL**",6,2,1,5000,2,8,2015,5000,7,,
1,"5928-001",,,,,,,,,,,,,
1,"5929-001",,,,,,,,,,,,,
1,"5930-001",,,,,,,,,,,,,
1,"5940-001",,,,,,,,,,,,,
1,"5941-001",,,,,,,,,,,,,
1,"5942-001",,,,,,,,,,,,,
1,"5943-001",,,,,,,,,,,,,
1,"5945-001",,,,,,,,,,,,,
1,"5946-001",1,"**CONFIDENTIAL**",12,3,1,5000,2,6,2015,6000,1,,
2,"5946-001",2,"**CONFIDENTIAL**",12,1,1,40000,2,6,2015,48000,9,,
1,"5947-001",1,"**CONFIDENTIAL**",1,1,1,2000000,2,10,2019,4600000,9,,
1,"5949-001",,,,,,,,,,,,,
1,"5959-001",,,,,,,,,,,,,
1,"5960-001",,,,,,,,,,,,,
1,"5961-001",,,,,,,,,,,,,
1,"5962-001",1,"**CONFIDENTIAL**",5,1,1,100000,2,6,2015,110000,6,,
1,"5963-001",,,,,,,,,,,,,
1,"5964-001",,,,,,,,,,,,,
1,"5965-001",,,,,,,,,,,,,
1,"5966-001",,,,,,,,,,,,,
1,"5978-001",,,,,,,,,,,,,
1,"5979-001",1,"**CONFIDENTIAL**",7,1,2,12000,2,8,2015,12000,1,,
2,"5979-001",2,"**CONFIDENTIAL**",8,1,1,50000,2,9,2015,60000,2,,
1,"5980-001",1,"**CONFIDENTIAL**",7,2,2,20000,2,9,2015,20000,1,,
1,"5981-001",,,,,,,,,,,,,
1,"5982-001",,,,,,,,,,,,,
1,"5983-001",,,,,,,,,,,,,
1,"5984-001",,,,,,,,,,,,,
1,"5985-001",,,,,,,,,,,,,
1,"5997-001",,,,,,,,,,,,,
1,"5998-001",,,,,,,,,,,,,
1,"5999-001",,,,,,,,,,,,,
1,"6000-001",,,,,,,,,,,,,
1,"6001-001",,,,,,,,,,,,,
1,"6002-001",,,,,,,,,,,,,
1,"6003-001",,,,,,,,,,,,,
1,"6004-001",,,,,,,,,,,,,
1,"6016-001",,,,,,,,,,,,,
1,"6017-001",,,,,,,,,,,,,
1,"6018-001",1,"**CONFIDENTIAL**",7,1,1,24000,1,,,24000,7,,
2,"6018-001",2,"**CONFIDENTIAL**",7,1,1,30000,1,,,30000,7,,
1,"6019-001",,,,,,,,,,,,,
1,"6020-001",,,,,,,,,,,,,
1,"6021-001",,,,,,,,,,,,,
1,"6022-001",,,,,,,,,,,,,
1,"6023-001",,,,,,,,,,,,,
1,"6035-001",,,,,,,,,,,,,
1,"6036-001",,,,,,,,,,,,,
1,"6037-001",,,,,,,,,,,,,
1,"6038-001",,,,,,,,,,,,,
1,"6039-001",,,,,,,,,,,,,
1,"6040-001",,,,,,,,,,,,,
1,"6041-001",,,,,,,,,,,,,
1,"6042-001",,,,,,,,,,,,,
1,"6054-001",,,,,,,,,,,,,
1,"6055-001",1,"**CONFIDENTIAL**",8,1,1,100000,1,,,201600,10,,
1,"6056-001",,,,,,,,,,,,,
1,"6057-001",,,,,,,,,,,,,
1,"6058-001",,,,,,,,,,,,,
1,"6059-001",,,,,,,,,,,,,
1,"6060-001",,,,,,,,,,,,,
1,"6061-001",,,,,,,,,,,,,
1,"6074-001",,,,,,,,,,,,,
1,"6075-001",,,,,,,,,,,,,
1,"6076-001",,,,,,,,,,,,,
1,"6077-001",,,,,,,,,,,,,
1,"6078-001",,,,,,,,,,,,,
1,"6079-001",,,,,,,,,,,,,
1,"6080-001",,,,,,,,,,,,,
1,"6081-001",1,"**CONFIDENTIAL**",8,1,1,50000,1,,,70000,1,,
1,"6092-001",,,,,,,,,,,,,
1,"6093-001",1,"**CONFIDENTIAL**",6,1,1,5000,1,,,5000,7,,
1,"6094-001",,,,,,,,,,,,,
1,"6095-001",,,,,,,,,,,,,
1,"6096-001",1,"**CONFIDENTIAL**",12,1,1,25000,1,,,27500,10,,
1,"6097-001",,,,,,,,,,,,,
1,"6098-001",1,"**CONFIDENTIAL**",12,2,1,15000,1,,,17000,7,,
1,"6099-001",1,"**CONFIDENTIAL**",12,1,1,300000,2,6,2015,334000,10,,
1,"6111-001",,,,,,,,,,,,,
1,"6112-001",,,,,,,,,,,,,
1,"6113-001",,,,,,,,,,,,,
1,"6114-001",,,,,,,,,,,,,
1,"6115-001",,,,,,,,,,,,,
1,"6116-001",1,"**CONFIDENTIAL**",12,1,1,300000,2,12,2015,330000,3,1,
2,"6116-001",2,"**CONFIDENTIAL**",6,1,1,50000,1,,,50000,1,,
1,"6117-001",1,"**CONFIDENTIAL**",6,1,2,4200,2,8,2015,4200,1,,
1,"6118-001",,,,,,,,,,,,,
1,"6130-001",,,,,,,,,,,,,
1,"6131-001",,,,,,,,,,,,,
1,"6132-001",1,"**CONFIDENTIAL**",6,1,1,22000,1,,,108000,1,,
1,"6133-001",1,"**CONFIDENTIAL**",6,1,1,200000,1,,,240000,1,6,
1,"6134-001",,,,,,,,,,,,,
1,"6135-001",1,"**CONFIDENTIAL**",8,3,1,10000,1,,,10000,7,,
1,"6136-001",,,,,,,,,,,,,
1,"6137-001",1,"**CONFIDENTIAL**",6,1,1,800000,1,,,800000,1,6,
1,"6149-001",,,,,,,,,,,,,
1,"6150-001",,,,,,,,,,,,,
1,"6151-001",,,,,,,,,,,,,
1,"6152-001",,,,,,,,,,,,,
1,"6153-001",1,"**CONFIDENTIAL**",12,2,1,50000,1,,,55000,7,,
1,"6154-001",,,,,,,,,,,,,
1,"6155-001",,,,,,,,,,,,,
1,"6156-001",,,,,,,,,,,,,
1,"6168-001",,,,,,,,,,,,,
